timestamp,ghi_wm2,temp_c,tipo_dia,bloque_horario,evento_social,hora,mes,dia_semana_0_6,dia_semana_iso,dow_sin,dow_cos,hora_sin,hora_cos,occ_dormitorios,occ_sala,occ_cocina,occ_servicios,occ_total,ocupacion_binaria,demanda_dormitorios_kwh,demanda_sala_kwh,demanda_cocina_kwh,demanda_servicios_kwh,load_base_kwh,load_tv_kwh,load_laptops_kwh,load_lavadora_kwh,demanda_casa_hora,energia_fv_kwh,unidad_energia_fv,potencia_fv_kw,unidad_potencia_fv,SOC_bateria_base,energia_bateria_base_kwh,energia_curtail_base_kwh,demanda_no_servida_base_kwh,ev_disponible,ev_presente,ev_ready,p_ev_max_kw,e_ev_max_kwh_h,ev_cargable,demanda_critica_hora,demanda_flexible_hora,demanda_controlable_hora,demanda_efectiva_u1,hay_excedente_fv,ducha_evento,ducha_minutos,ducha_potencial_kwh,ducha_modo
2025-01-01 15:00:00,300.42,13.43,evento,tarde,1,15,1,2,3,0.4338837391175582,-0.900968867902419,-0.7071067811865475,-0.7071067811865477,0,4,0,0,4,1,0.0,0.148,0.0,0.0,0.157,0.0,0.0,0.6,0.905,1.7694257328,kWh,1.7694257328,kW,1.0,0.0,0.8644257328,0.0,1,1,1,3.3,3.3,1,0.157,0.6,0.148,0.905,1,0,0,0.0,none
2025-01-01 16:00:00,176.05,12.09,evento,tarde,1,16,1,2,3,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,5,0,0,5,1,0.0,0.185,0.0,0.0,0.157,0.0,0.0,0.0,0.342,1.0369063320000005,kWh,1.0369063320000005,kW,1.0,0.0,0.6949063320000002,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.185,0.342,1,0,0,0.0,none
2025-01-01 17:00:00,68.97,10.55,evento,tarde,1,17,1,2,3,0.4338837391175582,-0.900968867902419,-0.9659258262890684,-0.2588190451025206,0,5,0,0,5,1,0.0,0.185,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.4062222648,kWh,0.4062222648,kW,1.0,0.0,0.0642222647999999,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.185,0.342,1,0,0,0.0,none
2025-01-01 18:00:00,3.53,9.27,evento,noche,1,18,1,2,3,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210287e-16,1,4,0,0,5,1,0.037,0.148,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.964,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.185,0.342,0,0,0,0.0,none
2025-01-01 19:00:00,0.0,9.05,evento,noche,1,19,1,2,3,0.4338837391175582,-0.900968867902419,-0.9659258262890684,0.2588190451025203,1,2,1,1,5,1,0.037,0.074,0.937,0.08,0.157,0.09,0.045,0.0,1.42,0.0,kWh,0.0,kW,0.8145263157894738,-1.4947368421052631,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,1.263,1.42,0,1,10,0.5833333333333333,bateria
2025-01-01 20:00:00,0.0,9.13,evento,noche,1,20,1,2,3,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1,1,2,1,5,1,0.037,0.037,0.074,0.08,0.157,0.09,0.0,0.0,0.475,0.0,kWh,0.0,kW,0.7645263157894737,-0.5,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.303,0.475,0,1,10,0.5833333333333333,bateria
2025-01-01 21:00:00,0.0,9.07,evento,noche,1,21,1,2,3,0.4338837391175582,-0.900968867902419,-0.7071067811865477,0.7071067811865474,1,4,0,0,5,1,0.037,0.148,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.7285263157894737,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,1,10,0.5833333333333333,bateria
2025-01-01 22:00:00,0.0,8.72,evento,noche,1,22,1,2,3,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,2,3,0,0,5,1,0.074,0.111,0.0,0.0,0.157,0.0,0.09,0.0,0.432,0.0,kWh,0.0,kW,0.6830526315789474,-0.4547368421052631,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.26,0.432,0,0,0,0.0,none
2025-01-01 23:00:00,0.0,8.47,evento,noche,1,23,1,2,3,0.4338837391175582,-0.900968867902419,-0.2588190451025207,0.9659258262890684,2,3,0,0,5,1,0.074,0.111,0.0,0.0,0.157,0.09,0.09,0.0,0.522,0.0,kWh,0.0,kW,0.6281052631578947,-0.5494736842105263,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.35,0.522,0,0,0,0.0,none
2025-01-02 00:00:00,0.0,8.26,laboral,madrugada,0,0,1,3,4,-0.433883739117558,-0.9009688679024191,0.0,1.0,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.5921052631578947,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 01:00:00,0.0,8.15,laboral,madrugada,0,1,1,3,4,-0.433883739117558,-0.9009688679024191,0.2588190451025207,0.9659258262890684,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.5561052631578947,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 02:00:00,0.0,8.06,laboral,madrugada,0,2,1,3,4,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.5201052631578946,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 03:00:00,0.0,7.97,laboral,madrugada,0,3,1,3,4,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.4841052631578946,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 04:00:00,0.0,7.79,laboral,madrugada,0,4,1,3,4,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.4481052631578945,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 05:00:00,2.62,7.37,laboral,madrugada,0,5,1,3,4,-0.433883739117558,-0.9009688679024191,0.9659258262890684,0.2588190451025207,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.4121052631578945,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 06:00:00,45.55,7.18,laboral,manana,0,6,1,3,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,0,0,1,1,1,0.0,0.0,0.0,0.08,0.157,0.0,0.0,0.0,0.237,0.2682822119999999,kWh,0.2682822119999999,kW,0.4150770732978945,0.0297181013999999,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.0799999999999999,0.237,0,0,0,0.0,none
2025-01-02 07:00:00,113.2,7.11,laboral,manana,0,7,1,3,4,-0.433883739117558,-0.9009688679024191,0.9659258262890684,-0.2588190451025208,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,0.6667298880000002,kWh,0.6667298880000002,kW,0.4635014126578946,0.4842433936000001,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,1,12,0.7000000000000001,fv
2025-01-02 08:00:00,182.3,7.98,laboral,manana,0,8,1,3,4,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,1.0737178320000005,kWh,1.0737178320000005,kW,0.5505896066978946,0.8708819404000002,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,0,0,0.0,none
2025-01-02 09:00:00,359.52,10.21,laboral,manana,0,9,1,3,4,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,2.1175152768000003,kWh,2.1175152768000003,kW,0.7368385579938945,1.86248951296,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,0,0,0.0,none
2025-01-02 10:00:00,396.25,12.01,laboral,manana,0,10,1,3,4,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,2,0,0,2,1,0.0,0.074,0.0,0.0,0.157,0.0,0.0,0.0,0.231,2.333849100000001,kWh,2.333849100000001,kW,0.9366092224938946,1.9977066450000005,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.074,0.231,1,0,0,0.0,none
2025-01-02 11:00:00,395.12,13.08,laboral,manana,0,11,1,3,4,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682,0,1,0,0,1,1,0.0,0.037,0.0,0.0,0.157,0.0,0.0,0.0,0.194,2.3271935808000004,kWh,2.3271935808000004,kW,1.0,0.6339077750610542,1.4659222386304696,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-02 12:00:00,337.65,13.58,laboral,tarde,0,12,1,3,4,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0,0,1,0,1,1,0.0,0.0,0.037,0.0,0.157,0.0,0.0,0.0,0.194,1.988704476,kWh,1.988704476,kW,1.0,0.0,1.794704476,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-02 13:00:00,423.7,13.23,laboral,tarde,0,13,1,3,4,-0.433883739117558,-0.9009688679024191,-0.2588190451025203,-0.9659258262890684,0,0,1,0,1,1,0.0,0.0,0.937,0.0,0.157,0.0,0.045,0.0,1.139,2.495525208,kWh,2.495525208,kW,1.0,0.0,1.356525208,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.982,1.139,1,0,0,0.0,none
2025-01-02 14:00:00,327.08,12.3,laboral,tarde,0,14,1,3,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000001,-0.8660254037844386,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,1.9264488672,kWh,1.9264488672,kW,1.0,0.0,1.7694488672,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,0,0,0.0,none
2025-01-02 15:00:00,239.27,11.53,laboral,tarde,0,15,1,3,4,-0.433883739117558,-0.9009688679024191,-0.7071067811865475,-0.7071067811865477,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,1.4092620168000003,kWh,1.4092620168000003,kW,1.0,0.0,1.2522620168000005,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,0,0,0.0,none
2025-01-02 16:00:00,149.02,10.45,laboral,tarde,0,16,1,3,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,1,0,0,1,1,0.0,0.037,0.0,0.0,0.157,0.0,0.045,0.0,0.239,0.8777039568000002,kWh,0.8777039568000002,kW,1.0,0.0,0.6387039568000002,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0819999999999999,0.239,1,0,0,0.0,none
2025-01-02 17:00:00,64.45,9.23,laboral,tarde,0,17,1,3,4,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,-0.2588190451025206,0,1,0,0,1,1,0.0,0.037,0.0,0.0,0.157,0.0,0.0,0.0,0.194,0.379600188,kWh,0.379600188,kW,1.0,0.0,0.185600188,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-02 18:00:00,5.43,8.18,laboral,noche,0,18,1,3,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210287e-16,2,3,0,0,5,1,0.074,0.111,0.0,0.0,0.157,0.09,0.045,0.0,0.477,0.0,kWh,0.0,kW,0.9497894736842106,-0.5021052631578947,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.3199999999999999,0.477,0,0,0,0.0,none
2025-01-02 19:00:00,0.0,7.62,laboral,noche,0,19,1,3,4,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,2,1,1,0,4,1,0.074,0.037,0.937,0.0,0.157,0.09,0.0,0.0,1.295,0.0,kWh,0.0,kW,0.8134736842105263,-1.363157894736842,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,1.138,1.295,0,1,10,0.5833333333333333,bateria
2025-01-02 20:00:00,0.0,7.2,laboral,noche,0,20,1,3,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,2,2,1,0,5,1,0.074,0.074,0.037,0.0,0.157,0.09,0.045,0.0,0.477,0.0,kWh,0.0,kW,0.7632631578947369,-0.5021052631578947,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.305,0.477,0,0,0,0.0,none
2025-01-02 21:00:00,0.0,6.93,laboral,noche,0,21,1,3,4,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474,2,2,0,1,5,1,0.074,0.074,0.0,0.08,0.157,0.09,0.0,0.0,0.475,0.0,kWh,0.0,kW,0.7132631578947368,-0.5,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.303,0.475,0,1,10,0.5833333333333333,bateria
2025-01-02 22:00:00,0.0,6.69,laboral,noche,0,22,1,3,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,2,3,0,0,5,1,0.074,0.111,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.6772631578947368,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-02 23:00:00,0.0,6.43,laboral,noche,0,23,1,3,4,-0.433883739117558,-0.9009688679024191,-0.2588190451025207,0.9659258262890684,3,2,0,0,5,1,0.111,0.074,0.0,0.0,0.157,0.09,0.0,0.0,0.432,0.0,kWh,0.0,kW,0.6317894736842105,-0.4547368421052631,0.0,0.0,1,0,1,3.3,3.3,0,0.172,0.0,0.26,0.432,0,0,0,0.0,none
2025-01-03 00:00:00,0.0,6.04,laboral,madrugada,0,0,1,4,5,-0.9749279121818236,-0.2225209339563146,0.0,1.0,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.5957894736842104,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-03 01:00:00,0.0,5.83,laboral,madrugada,0,1,1,4,5,-0.9749279121818236,-0.2225209339563146,0.2588190451025207,0.9659258262890684,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.5597894736842104,-0.36,0.0,0.0,1,0,1,3.3,3.3,0,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-03 02:00:00,0.0,5.7,laboral,madrugada,0,2,1,4,5,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,0.8660254037844387,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.09,0.0,0.432,0.0,kWh,0.0,kW,0.5143157894736841,-0.4547368421052631,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.26,0.432,0,0,0,0.0,none
2025-01-03 03:00:00,0.0,5.82,laboral,madrugada,0,3,1,4,5,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.478315789473684,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-03 04:00:00,0.0,6.06,laboral,madrugada,0,4,1,4,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,5,0,0,0,5,1,0.185,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.342,0.0,kWh,0.0,kW,0.442315789473684,-0.36,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.17,0.342,0,0,0,0.0,none
2025-01-03 05:00:00,2.97,6.2,laboral,madrugada,0,5,1,4,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,0.2588190451025207,4,0,0,1,5,1,0.148,0.0,0.0,0.08,0.157,0.0,0.0,0.0,0.385,0.0,kWh,0.0,kW,0.4017894736842103,-0.4052631578947369,0.0,0.0,1,1,1,3.3,3.3,1,0.172,0.0,0.213,0.385,0,1,10,0.5833333333333333,bateria
2025-01-03 06:00:00,53.8,7.32,laboral,manana,0,6,1,4,5,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0,0,0,1,1,1,0.0,0.0,0.0,0.08,0.157,0.0,0.0,0.0,0.237,0.316873392,kWh,0.316873392,kW,0.4093774459242102,0.0758797224,0.0,0.0,1,1,1,3.3,3.3,1,0.157,0.0,0.0799999999999999,0.237,0,1,10,0.5833333333333333,bateria
2025-01-03 07:00:00,173.27,8.45,laboral,manana,0,7,1,4,5,-0.9749279121818236,-0.2225209339563146,0.9659258262890684,-0.2588190451025208,0,0,1,0,1,1,0.0,0.0,0.037,0.0,0.157,0.0,0.045,0.0,0.239,1.0205325768000002,kWh,1.0205325768000002,kW,0.4836230407202103,0.7424559479600001,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0819999999999999,0.239,1,0,0,0.0,none
2025-01-03 08:00:00,318.3,9.98,laboral,manana,0,8,1,4,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,0,0,0,1,1,1,0.0,0.0,0.0,0.08,0.157,0.0,0.0,0.0,0.237,1.8747360720000004,kWh,1.8747360720000004,kW,0.6392079675602103,1.5558492684000005,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0799999999999999,0.237,1,0,0,0.0,none
2025-01-03 09:00:00,427.85,11.69,laboral,manana,0,9,1,4,5,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475,0,1,0,0,1,1,0.0,0.037,0.0,0.0,0.157,0.0,0.0,0.0,0.194,2.5199680440000005,kWh,2.5199680440000005,kW,0.8601749317402103,2.2096696418000006,0.0,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-03 10:00:00,516.92,12.88,laboral,manana,0,10,1,4,5,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387,0,1,0,0,1,1,0.0,0.037,0.0,0.0,0.157,0.0,0.0,0.0,0.194,3.0445760928,kWh,3.0445760928,kW,1.0,1.3982506825978973,1.3787332690127394,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-03 11:00:00,557.72,13.45,laboral,manana,0,11,1,4,5,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.157,3.2848815648,kWh,3.2848815648,kW,1.0,0.0,3.1278815648,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.0,0.157,1,0,0,0.0,none
2025-01-03 12:00:00,670.47,13.73,laboral,tarde,0,12,1,4,5,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,0,0,1,0,1,1,0.0,0.0,0.037,0.0,0.157,0.0,0.0,0.0,0.194,3.9489610248,kWh,3.9489610248,kW,1.0,0.0,3.754961024800001,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.037,0.194,1,0,0,0.0,none
2025-01-03 13:00:00,586.2,13.72,laboral,tarde,0,13,1,4,5,-0.9749279121818236,-0.2225209339563146,-0.2588190451025203,-0.9659258262890684,0,1,1,0,2,1,0.0,0.037,0.937,0.0,0.157,0.0,0.0,0.0,1.131,3.452624208,kWh,3.452624208,kW,1.0,0.0,2.321624208,0.0,0,0,1,3.3,3.3,0,0.157,0.0,0.974,1.131,1,0,0,0.0,none
